conversation_id,llm_intent,llm_intent_confidence,llm_sentiment,llm_sent_confidence,llm_entity,llm_entity_category,llm_entity_sentiment,llm_entity_sent_confidence
f609014129bb4b60fbe5df2b741202dc,Other,0.5,positive,0.7,college,location,neutral,0.5
f609014129bb4b60fbe5df2b741202dc,Other,0.5,positive,0.7,wrestling team,organization,neutral,0.5
a15fafa9c560c1fecd6290ae8336cd91,General Chat,0.9,positive,0.8,morocco,location,positive,0.9
38a49cf37dd3bf32479ec3080704d9c6,General Chat,0.6,neutral,0.7,gynecologists-obstetricians,professional,neutral,0.5
d9170c612016eb0dd6cef9b4edede889,Other,0.5,neutral,0.5,gynecologists-obstetricians,possible_profession,neutral,0.5
d9170c612016eb0dd6cef9b4edede889,Other,0.5,neutral,0.5,Flanders,location,neutral,0.5
d9170c612016eb0dd6cef9b4edede889,Other,0.5,neutral,0.5,cesarean section,product,neutral,0.5
fb6eed391fa5f3ae74500654f02772be,Other,0.5,negative,0.8,Reem,person,positive,0.9
fb6eed391fa5f3ae74500654f02772be,Other,0.5,negative,0.8,Aisha,person,positive,0.9
fb6eed391fa5f3ae74500654f02772be,Other,0.5,negative,0.8,city bus,location,neutral,0.5
fb6eed391fa5f3ae74500654f02772be,Other,0.5,negative,0.8,street food,possible_product,negative,0.8
fb6eed391fa5f3ae74500654f02772be,Other,0.5,negative,0.8,yasmine,person,neutral,0.5
a1bb3dabf43ff2b087a169e5ff4943fc,General Chat,0.9,positive,0.8,morocco,location,positive,0.8
adb6297aa9a701360044e9f35f27c20c,General Chat,0.8,positive,0.9,Morocco,location,positive,0.9
0ea97f8fdbec754e6eb7299fc2ce92c6,Technical Support,0.9,neutral,0.8,ethereum,possible_brand,neutral,0.5
963ceab463b662f0d0d27c5e5b354f8c,Other,0.5,neutral,0.5,health and place,organization,neutral,0.5
7f780423584ccd13562f838ca9496b1d,Creative Writing,0.9,neutral,0.8,ChatGPT,organization,positive,0.9
57981864902f698a05cbc0ebf368e0e8,General Chat,0.9,neutral,0.8,takanashi kiara,possible_brand,neutral,0.5
47e9b82dabe8453401a5fd10b5eab810,General Chat,0.8,neutral,0.9,oxidant,other,neutral,0.5
fa0d6e32991c5f125b5b2267e43414bc,Other,0.5,neutral,0.5,chatgpt,software,neutral,0.5
edf4b55a063f469fce3c0b9271c66809,General Chat,0.6,neutral,0.8,Morocco,location,neutral,0.5
a4d5f226ff3f928254c60d80ada499b3,General Chat,0.9,neutral,0.8,Morocco,location,neutral,0.5
9c7ab3b292140809f9cb07f3ffe2a42f,Other,0.9,neutral,0.8,nine lotus,location,neutral,0.5
ec96adb766f4c56b78dad5c38dc1001a,Technical Support,0.9,neutral,0.8,java,software,neutral,0.5
bded6f66f8ab045628ff19a9f914b5c0,Product Inquiry,0.8,neutral,0.9,stable diffusion,product,neutral,0.5
7e773ad0d9fe033b5578517f3026f9c1,Other,0.5,negative,0.8,Lola,person,neutral,0.5
7e773ad0d9fe033b5578517f3026f9c1,Other,0.5,negative,0.8,Carmen,person,neutral,0.5
7e773ad0d9fe033b5578517f3026f9c1,Other,0.5,negative,0.8,bus,organization,neutral,0.5
7e773ad0d9fe033b5578517f3026f9c1,Other,0.5,negative,0.8,city bus,organization,neutral,0.5
7e773ad0d9fe033b5578517f3026f9c1,Other,0.5,negative,0.8,taco stand,organization,positive,0.6
f1c2ff9ecac5466990e032c2b90f6648,Technical Support,0.8,neutral,0.9,z table,software,neutral,0.5
8611ccf1e5b2d7b5cd745891eda5e269,Other,0.5,neutral,0.5,лист1,sheet,neutral,0.5
0ff33f4f6cfeb279b1cc40c3d067711b,Other,0.9,neutral,0.8,woman,person,neutral,0.5
64382a52f474f6da3b7ff6b23efcf8a6,Creative Writing,0.9,positive,0.8,midjourney,possible_product,neutral,0.5
4e9b862c216d84707f2c8d3ad372395f,Other,0.5,neutral,0.5,abs,possible_brand,neutral,0.5
b0f37a2e056adc18e8e9f913ba2faeb2,Creative Writing,0.95,positive,0.9,betsy,person,positive,0.9
d04ef425a2694ee326b522cdfaaa3663,Creative Writing,0.9,neutral,0.8,lily,person,neutral,0.5
d04ef425a2694ee326b522cdfaaa3663,Creative Writing,0.9,neutral,0.8,balloon woman,possible_product,neutral,0.5
d04ef425a2694ee326b522cdfaaa3663,Creative Writing,0.9,neutral,0.8,balloons,product,positive,0.7
d04ef425a2694ee326b522cdfaaa3663,Creative Writing,0.9,neutral,0.8,balloonville,location,neutral,0.5
b5429c08646c04d3708eef97faafc1f5,Creative Writing,0.9,neutral,0.6,Luong,person,positive,0.8
b5429c08646c04d3708eef97faafc1f5,Creative Writing,0.9,neutral,0.6,Kim,person,positive,0.8
b5429c08646c04d3708eef97faafc1f5,Creative Writing,0.9,neutral,0.6,Gang Il,person,neutral,0.5
b5429c08646c04d3708eef97faafc1f5,Creative Writing,0.9,neutral,0.6,King of Fighters,organization,neutral,0.5
b5429c08646c04d3708eef97faafc1f5,Creative Writing,0.9,neutral,0.6,Seoul,location,neutral,0.5
7e19896b45e369a3c66f453a4134a2a6,Other,0.9,neutral,0.8,story,other,neutral,0.5
bbf5aeb979c41dba933fd50761b71a65,Product Inquiry,0.6,positive,0.8,morocco,location,positive,0.9
b9551af52a0f065328bfda73a7c59556,Other,0.9,neutral,0.8,content warnings,other,neutral,0.5
32335d6c3690ab970ab2d991b3af8d45,Creative Writing,0.9,positive,0.8,twilight riverdale,location,neutral,0.5
a09908b3906ffd26595c5ec4b023da8b,Other,0.5,neutral,0.5,adams-bashforth-moulton algorithm,software,neutral,0.5
7fb3af8a8aaa18eede1b6a005e3d50b1,Creative Writing,0.95,positive,0.9,jesus,person,positive,0.9
7fb3af8a8aaa18eede1b6a005e3d50b1,Creative Writing,0.95,positive,0.9,love,other,positive,0.8
7fb3af8a8aaa18eede1b6a005e3d50b1,Creative Writing,0.95,positive,0.9,the lord,organization,positive,0.8
7fb3af8a8aaa18eede1b6a005e3d50b1,Creative Writing,0.95,positive,0.9,god,organization,positive,0.9
7fb3af8a8aaa18eede1b6a005e3d50b1,Creative Writing,0.95,positive,0.9,the kingdom of heaven,location,positive,0.7
5ed0c9b9a375f47384fb7123f3a6ba5e,Other,0.9,negative,0.8,woman,person,neutral,0.5
d3759f40d34345214682c958c61a537f,General Chat,0.9,neutral,0.8,oxidant,possible_product,neutral,0.5
ade54ef5837a05f24c39c39a91d9b1bf,General Chat,0.6,positive,0.8,Morocco,location,positive,0.9
a1982c0cf025d36c72f80df7ceb3d0a9,Other,0.6,neutral,0.7,ragespine,possible_product,negative,0.8
e4143a9a093e9d9ee9002b1d6e6dfc8c,Product Inquiry,0.4,neutral,0.5,proton,product,neutral,0.5
8025958d0331e9b9a1236f07e64c2866,Creative Writing,0.95,negative,0.9,exotic dancer,person,neutral,0.5
81f3bc9c077fd43228e92cbb64b20a25,Product Inquiry,0.8,positive,0.9,Morocco,location,positive,0.9
20cb320c663e8576e0dbae332dd73454,Product Inquiry,0.6,positive,0.9,Morocco,location,positive,0.9
d7b994e256fc13cc9e4cfed7a0377beb,Creative Writing,0.95,positive,0.8,silvareth,person,neutral,0.5
d7b994e256fc13cc9e4cfed7a0377beb,Creative Writing,0.95,positive,0.8,elf,species,neutral,0.5
d7b994e256fc13cc9e4cfed7a0377beb,Creative Writing,0.95,positive,0.8,human,species,neutral,0.5
c0f6216ea6537dbf96adb404abd6ca2d,Product Inquiry,0.4,neutral,0.5,titanic,product,neutral,0.5
c108fb65db0612d40d3d26dbbfbcdda4,Other,0.6,neutral,0.8,email,product,neutral,0.5
6b67b7ee9ede264df67cfb023cfbb79d,Other,0.9,neutral,0.8,hexagonal pull-up bar,product,positive,0.9
5b19fb8b671f0995f395f335ad3953f7,Other,0.9,neutral,0.8,art educator,person,positive,0.9
dd67a42e97df471f18bc516067034123,General Chat,0.8,neutral,0.9,Italy,location,neutral,0.5
1ffcdfc43b8f44e1fedee8f6076bb977,Other,0.9,neutral,0.8,firefox,software,neutral,0.5
f92059b0c4d078acddd6efcc9a3a261a,Product Inquiry,0.4,positive,0.9,morocco,location,positive,0.9
c58721526a8ff4b83254517fb499513c,Product Inquiry,0.9,neutral,0.8,pull-up bar,product,positive,0.9
dd9f311f40079bc827f1a38c0c43f737,Creative Writing,0.9,positive,0.85,morocco,possible_brand,positive,0.9
986285f0ff9d4fc05dc506afe2d9430a,Other,0.9,neutral,0.8,us president from 2000 to 2100,other,neutral,0.5
c08ab53b57adc9a4b5d39e87f5ef81d4,General Chat,0.6,neutral,0.8,openai,organization,positive,0.8
dada90933a8e44b5f42ff8d3c998942d,Other,0.5,neutral,0.5,taxation,other,neutral,0.5
d5ac83d93836a222b06a5755c1e1b7be,Creative Writing,0.9,positive,0.8,disney,brand,positive,0.9
11fbcbc90bfbe75760dc68fea375959e,Creative Writing,0.95,neutral,0.8,evelyn,person,positive,0.9
11fbcbc90bfbe75760dc68fea375959e,Creative Writing,0.95,neutral,0.8,yelena,person,negative,0.8
11fbcbc90bfbe75760dc68fea375959e,Creative Writing,0.95,neutral,0.8,robotic butler,software,neutral,0.5
11fbcbc90bfbe75760dc68fea375959e,Creative Writing,0.95,neutral,0.8,suburban neighborhood,location,neutral,0.6
11fbcbc90bfbe75760dc68fea375959e,Creative Writing,0.95,neutral,0.8,ancient god,organization,negative,0.7
11fbcbc90bfbe75760dc68fea375959e,Creative Writing,0.95,neutral,0.8,disguise,other,neutral,0.5
78edefc5c0d0d81a0fa66d6fff105125,Creative Writing,0.9,positive,0.8,mary,person,neutral,0.5
78edefc5c0d0d81a0fa66d6fff105125,Creative Writing,0.9,positive,0.8,esther,person,neutral,0.5
78edefc5c0d0d81a0fa66d6fff105125,Creative Writing,0.9,positive,0.8,convent,organization,neutral,0.5
78edefc5c0d0d81a0fa66d6fff105125,Creative Writing,0.9,positive,0.8,lord,organization,positive,0.8
78edefc5c0d0d81a0fa66d6fff105125,Creative Writing,0.9,positive,0.8,heavens,location,positive,0.7
2a9a0587cc0f192d04a49345a5a9d433,Technical Support,0.9,neutral,0.8,算法,other,neutral,0.5
2a9a0587cc0f192d04a49345a5a9d433,Technical Support,0.9,neutral,0.8,python,software,positive,0.8
d2ae90cc07eb7dbcbc9c7230eaf0a7ec,General Chat,0.9,neutral,0.8,temperature,possible_product,neutral,0.5
d2ae90cc07eb7dbcbc9c7230eaf0a7ec,General Chat,0.9,neutral,0.8,top-p nucleus sampling,possible_product,neutral,0.5
d2ae90cc07eb7dbcbc9c7230eaf0a7ec,General Chat,0.9,neutral,0.8,language model,software,neutral,0.5
aba91c98fddefbadd057f5a3c917fc2a,Creative Writing,0.9,positive,0.8,seraphina,person,positive,0.9
aba91c98fddefbadd057f5a3c917fc2a,Creative Writing,0.9,positive,0.8,azariah,person,positive,0.9
aba91c98fddefbadd057f5a3c917fc2a,Creative Writing,0.9,positive,0.8,house of the lord,location,neutral,0.5
8846da3ac3725a2da15aba8da8ed38ef,General Chat,0.8,neutral,0.9,openai assistant,person,neutral,0.5
2636dd6809fed377fcb79450ae5d73cf,Creative Writing,0.8,neutral,0.9,graphic designer,possible_job,neutral,0.5
a728984d84d9cba1187c537e6715bcc0,General Chat,0.8,neutral,0.9,ai language model,software,neutral,0.5
9910515baf6063c6c04a351707c5bde6,Technical Support,0.9,neutral,0.8,rust,software,neutral,0.5
9d807d93d59f83447ebaf801b8c808ff,Technical Support,0.9,neutral,0.8,voronoi,software,neutral,0.5
78425d3c8461c52fb285af9f5be3c487,Technical Support,0.9,neutral,0.8,notepad,software,neutral,0.5
6d88c47a2025a2e0726406e0135951b3,Other,0.5,positive,0.8,Heidi,person,neutral,0.5
6d88c47a2025a2e0726406e0135951b3,Other,0.5,positive,0.8,Rocky,person,neutral,0.5
6d88c47a2025a2e0726406e0135951b3,Other,0.5,positive,0.8,Innaburra,organization,neutral,0.5
6d88c47a2025a2e0726406e0135951b3,Other,0.5,positive,0.8,maths,possible_product,positive,0.7
6d88c47a2025a2e0726406e0135951b3,Other,0.5,positive,0.8,humanities,possible_product,positive,0.7
2cd263cc9b4ed54f3632f15f64947772,Creative Writing,0.95,positive,0.9,angela,person,positive,0.9
2cd263cc9b4ed54f3632f15f64947772,Creative Writing,0.95,positive,0.9,smushopolis,location,neutral,0.5
2cd263cc9b4ed54f3632f15f64947772,Creative Writing,0.95,positive,0.9,burglar bunny,possible_brand,negative,0.8
2cd263cc9b4ed54f3632f15f64947772,Creative Writing,0.95,positive,0.9,police chief,person,neutral,0.5
e5b340f6dc6e1f2c9e340734bdc601cd,Product Inquiry,0.8,neutral,0.9,白银,possible_product,neutral,0.5
e5414e1a97eb87a2aebfe97c03a370f9,General Chat,0.8,neutral,0.9,mei yisi,possible_brand,neutral,0.5
c98b2265db2bd318083b36416cd608eb,Creative Writing,0.95,positive,0.9,akai haato,person,positive,0.9
c98b2265db2bd318083b36416cd608eb,Creative Writing,0.95,positive,0.9,dio,character,neutral,0.5
c98b2265db2bd318083b36416cd608eb,Creative Writing,0.95,positive,0.9,jojo's bizarre adventure,organization,neutral,0.5
c98b2265db2bd318083b36416cd608eb,Creative Writing,0.95,positive,0.9,the world,location,neutral,0.5
b3eb2a6567ae266d6165eac32201c9d3,Other,0.8,neutral,0.6,heavy-duty pull up bar 200kg support no screw doorway wall mounted chin up bar for home gym and fitness equipment workout,product,neutral,0.5
c9c927e673800f2463a910a3f830e286,Product Inquiry,0.8,neutral,0.9,designify.com,possible_brand,neutral,0.5
a88c56761e66c69c4966d029e71a653c,Product Inquiry,0.9,neutral,0.8,audiobooks,product,positive,0.9
e47ac8d1aa2147ac805d099a87e2ee27,General Chat,0.9,neutral,0.8,dogecoin,possible_brand,neutral,0.5
e47ac8d1aa2147ac805d099a87e2ee27,General Chat,0.9,neutral,0.8,s p 500,possible_product,neutral,0.5
